year,exporter_iso_code_3,importer_iso_code_3,product_category_code,money,mass
2020,ARE,GBR,90610,685983.13,10393846.48
2020,ARE,GBR,220410,43654.7,836088.04
2020,ARE,GBR,390410,65014.24,36736.36
2020,ARE,GBR,390610,16955.94,10998.1
2020,ARE,GBR,610410,12141.85,12448.56
2020,ARE,GBR,620110,11835.22,5594.54
2020,ARE,GBR,620210,24658.27,14995.83
2020,ARE,GBR,620310,13524.28,9778.88
2020,ARE,GBR,640210,122426.86,73798.17
2020,ARE,GBR,720110,17682.14,17730.4
2020,ARE,GBR,720410,19746.73,9314.13
2020,ARE,GBR,730310,8253.05,3129.88
2020,ARE,GBR,730410,5711.87,3590.33
2020,ARE,GBR,730510,28250.88,11964.51
2020,ARE,GBR,840110,102053.72,51078.42
2020,ARE,GBR,840310,6566.95,5857.64
2020,ARE,GBR,840510,6875.82,6824.73
2020,ARE,GBR,850110,357243.08,206002.9
2020,ARE,GBR,850510,6669.9,5161.15
2020,ARE,GHA,30210,267.69,8868.45
2020,ARE,GHA,90610,9319.37,389776.35
2020,ARE,GHA,520510,61.38,35.46
2020,ARE,GHA,730410,134.13,64.42
2020,ARE,GHA,850110,2977.89,1802.14
2020,ARE,IDN,30210,3335.15,60232.95
2020,ARE,IDN,390610,4199.43,2362.53
2020,ARE,IDN,520510,536.26,204.79
2020,ARE,IDN,610410,2884.44,1487.77
2020,ARE,IDN,640210,14540.66,10404.74
2020,ARE,IDN,730310,2123.93,1212.74
2020,ARE,IDN,730410,1630.18,979.65
2020,ARE,IDN,850110,43073.32,14916.73
2020,ARE,IND,10610,15602.32,740234.42
2020,ARE,IND,270410,7057.83,147123.02
2020,ARE,IND,270510,5579.82,218848.45
2020,ARE,IND,390610,12617.89,9611.19
2020,ARE,IND,610410,4282.8,2649.35
2020,ARE,IND,720210,8755.44,4319.61
2020,ARE,IND,730310,2772.98,2783.04
2020,ARE,IND,840110,56545.95,29133.79
2020,ARE,IND,840310,4189.28,2536.46
2020,ARE,ISR,220410,3490.92,95849.1
2020,ARE,ISR,620110,2239.32,1174.58
2020,ARE,ISR,620210,2282.9,1142.85
2020,ARE,ISR,720110,4652.99,4446.69
2020,ARE,ISR,720210,8948.51,8647.08
2020,ARE,ISR,730310,2496.32,2657.19
2020,ARE,ISR,940410,9751.42,7925.88
2020,ARE,ITA,30210,10055.61,366996.4
2020,ARE,ITA,90610,683771.32,19463342.05
2020,ARE,ITA,270410,12070.61,382734.74
2020,ARE,ITA,270510,8887.18,325138.27
2020,ARE,ITA,390410,86463.06,78266.38
2020,ARE,ITA,390610,7202.68,6379.05
2020,ARE,ITA,520110,6157.5,1969.53
2020,ARE,ITA,520510,2226.07,2218.02
2020,ARE,ITA,610410,13146.29,10542.38
2020,ARE,ITA,620210,7972.24,4365.23
2020,ARE,ITA,640210,80807.74,30224.42
2020,ARE,ITA,720110,24670.33,16100.23
2020,ARE,ITA,720210,24190.68,11315.06
2020,ARE,ITA,720410,32227.64,30078.97
2020,ARE,ITA,730410,3189.87,1429.52
2020,ARE,ITA,730510,3454.5,1590.76
2020,ARE,ITA,840110,90279.03,38914.84
2020,ARE,ITA,850110,233477.17,126500.76
2020,ARE,ITA,850510,2022.94,916.31
2020,ARE,ITA,940410,34472.63,12626.38
2020,ARE,JPN,10610,38221.16,799856.13
2020,ARE,JPN,90610,472031.26,9156465.39
2020,ARE,JPN,220410,26098.04,1515187.74
2020,ARE,JPN,270410,10313.7,262308.3
2020,ARE,JPN,390410,42741.27,47602.79
2020,ARE,JPN,390610,11568.79,6560.98
2020,ARE,JPN,520510,6629.7,3280.62
2020,ARE,JPN,610410,6574.66,8472.19
2020,ARE,JPN,620110,9880.38,5944.78
2020,ARE,JPN,620210,8071.62,2579.88
2020,ARE,JPN,620310,11833.81,10542.51
2020,ARE,JPN,640210,56873.01,42799.62
2020,ARE,JPN,720110,21576.96,11916.37
2020,ARE,JPN,720210,39980.19,18503.32
2020,ARE,JPN,720410,37118.0,18829.36
2020,ARE,JPN,730410,7818.48,5684.02
2020,ARE,JPN,840110,149090.22,76594.23
2020,ARE,JPN,840310,3670.04,1175.35
2020,ARE,JPN,840510,7559.58,4117.37
2020,ARE,JPN,850110,203083.66,125044.35
2020,ARE,JPN,850510,1726.96,533.64
2020,ARE,JPN,940410,34418.44,21844.94
2020,ARE,KEN,10610,183.64,5186.85
2020,ARE,KEN,220410,624.58,18087.33
2020,ARE,KEN,520110,83.7,31.43
2020,ARE,KOR,10610,11400.94,288503.5
2020,ARE,KOR,90610,180416.01,3690662.92
2020,ARE,KOR,220410,8046.62,223942.92
2020,ARE,KOR,270510,1318.66,35855.98
2020,ARE,KOR,390410,9525.05,6652.04
2020,ARE,KOR,520110,1803.49,1466.52
2020,ARE,KOR,640210,37252.74,16882.21
2020,ARE,KOR,720110,5205.87,3794.52
2020,ARE,KOR,720210,5046.5,1246.31
2020,ARE,KOR,730310,1677.0,1430.4
2020,ARE,LKA,640210,2396.33,1076.45
2020,ARE,LKA,730310,193.49,129.38
2020,ARE,LKA,730410,61.6,29.68
2020,ARE,MAR,90610,46744.43,1146983.49
2020,ARE,MAR,390410,8582.2,5350.23
2020,ARE,MAR,610410,464.18,375.47
2020,ARE,MAR,720210,3831.97,2421.26
2020,ARE,MEX,390410,14823.39,5352.42
2020,ARE,MEX,520510,1272.63,653.07
2020,ARE,MEX,620210,1378.04,596.24
2020,ARE,MEX,720110,3345.04,1307.32
2020,ARE,MEX,720210,6662.78,3291.53
2020,ARE,MEX,720410,5885.65,3167.7
2020,ARE,MEX,840510,3599.87,1782.39
2020,ARE,MEX,850110,66154.26,38214.2
2020,ARE,MEX,850510,445.52,179.81
2020,ARE,MYS,10610,663.07,10045.22
2020,ARE,MYS,30210,547.1,7131.8
2020,ARE,MYS,220410,2082.39,37080.89
2020,ARE,MYS,390410,3681.43,2521.95
2020,ARE,MYS,520110,729.53,613.69
2020,ARE,MYS,620210,588.39,927.01
2020,ARE,MYS,730410,367.65,263.82
2020,ARE,MYS,940410,2080.0,1165.2
2020,ARE,NGA,10610,1685.17,32426.26
2020,ARE,NGA,90610,57788.88,4060948.03
2020,ARE,NGA,390610,1039.99,724.42
2020,ARE,NGA,520510,607.98,814.12
2020,ARE,NGA,610410,622.73,572.24
2020,ARE,NGA,730410,381.0,198.56
2020,ARE,NGA,940410,1667.45,964.8
2020,ARE,NLD,30210,7442.53,113869.67
2020,ARE,NLD,90610,188622.68,3822293.73
2020,ARE,NLD,270410,5475.96,305201.09
2020,ARE,NLD,270510,4385.74,180522.62
2020,ARE,NLD,390410,30903.52,17820.32
2020,ARE,NLD,520510,2522.92,1230.83
2020,ARE,NLD,640210,43353.29,8210.37
2020,ARE,NLD,720110,4726.24,3808.13
2020,ARE,NLD,720210,7735.07,4251.9
2020,ARE,NLD,730410,3583.02,1656.4
2020,ARE,NLD,840310,2946.69,1801.38
2020,ARE,NLD,850110,151159.66,79367.54
2020,ARE,NLD,850510,2681.58,2623.91
2020,ARE,NLD,940410,7201.62,2405.89
2020,ARE,PAK,390610,784.39,309.4
2020,ARE,PAK,620110,308.88,239.17
2020,ARE,PAK,720110,408.74,120.47
2020,ARE,PER,10610,1120.95,22396.49
2020,ARE,PER,270410,354.32,9350.61
2020,ARE,PER,610410,163.19,212.84
2020,ARE,PER,840110,4089.4,3662.59
2020,ARE,POL,30210,3972.48,77333.51
2020,ARE,POL,220410,5026.88,209237.05
2020,ARE,POL,520110,1324.3,644.57
2020,ARE,POL,620310,1094.09,733.28
2020,ARE,POL,640210,26309.77,12522.99
2020,ARE,POL,850110,38190.47,22826.06
2020,ARE,POL,850510,2355.44,1085.57
2020,ARE,POL,940410,6640.69,4515.05
2020,ARE,RUS,90610,202665.78,3601522.7
2020,ARE,RUS,220410,19992.02,412008.13
2020,ARE,RUS,270410,16510.55,424848.8
2020,ARE,RUS,390410,41405.06,20431.02
2020,ARE,RUS,520110,4153.46,2659.04
2020,ARE,RUS,520510,9213.33,8296.39
2020,ARE,RUS,610410,7979.11,5880.51
2020,ARE,RUS,620110,9280.79,4024.56
2020,ARE,RUS,620210,3656.38,1757.3
2020,ARE,RUS,640210,52113.25,32731.45
2020,ARE,RUS,720110,9787.92,5882.49
2020,ARE,RUS,720210,20090.19,11164.7
2020,ARE,RUS,720410,48177.15,26145.85
2020,ARE,RUS,730310,4010.44,1920.11
2020,ARE,RUS,730410,1633.63,860.48
2020,ARE,RUS,730510,14622.34,14444.11
2020,ARE,RUS,840110,72526.5,33606.77
2020,ARE,RUS,840310,5044.29,2058.67
2020,ARE,RUS,850510,5261.99,2107.62
2020,ARE,SAU,90610,786430.28,14642725.17
2020,ARE,SAU,220410,12072.05,239607.66
2020,ARE,SAU,270410,9897.57,383939.28
2020,ARE,SAU,270510,6146.33,202371.41
2020,ARE,SAU,390410,69807.09,46216.91
2020,ARE,SAU,390610,8923.57,4268.97
2020,ARE,SAU,520510,3016.36,2188.21
2020,ARE,SAU,620110,9468.46,4857.68
2020,ARE,SAU,620210,3274.44,2128.61
2020,ARE,SAU,620310,7997.03,9401.15
2020,ARE,SAU,730510,8387.79,3630.65
2020,ARE,SAU,840110,51995.48,40850.22
2020,ARE,SAU,840510,7125.2,4561.35
2020,ARE,SAU,850510,5224.94,2282.92
2020,ARE,SAU,940410,14348.22,11244.96
2020,ARE,SWE,220410,5713.15,192853.31
2020,ARE,SWE,390410,13125.88,10006.89
2020,ARE,SWE,520510,944.92,591.4
2020,ARE,SWE,720110,4147.24,2231.16
2020,ARE,SWE,730310,1317.1,730.23
2020,ARE,SWE,850110,47348.29,24959.24
2020,ARE,THA,390410,4345.41,3668.15
2020,ARE,THA,520110,899.22,293.51
2020,ARE,THA,640210,6291.0,3025.15
2020,ARE,THA,720110,828.31,220.39
2020,ARE,THA,720410,3514.45,2049.73
2020,ARE,TUR,10610,9445.47,345127.99
2020,ARE,TUR,30210,11044.25,238762.05
2020,ARE,TUR,220410,9329.43,168907.86
2020,ARE,TUR,390410,37422.01,13566.81
2020,ARE,TUR,520110,1214.67,1022.43
2020,ARE,TUR,620110,2700.12,1890.55
2020,ARE,TUR,620310,1749.89,440.7
2020,ARE,TUR,640210,53187.6,31001.76
2020,ARE,TUR,720410,16183.91,10928.56
2020,ARE,TUR,840510,2479.19,1811.83
2020,ARE,TUR,850510,921.02,707.75
2020,ARE,URY,10610,290.61,6185.87
2020,ARE,URY,30210,141.82,5374.57
2020,ARE,URY,850510,46.66,16.79
2020,ARE,USA,10610,127563.26,6189983.61
2020,ARE,USA,30210,69717.19,1549749.7
2020,ARE,USA,90610,3924138.04,129394655.92
2020,ARE,USA,220410,56749.56,1124276.76
2020,ARE,USA,270510,15672.45,383499.68
2020,ARE,USA,390410,276449.36,170756.79
2020,ARE,USA,390610,70233.38,49325.41
2020,ARE,USA,520510,27032.81,15401.32
2020,ARE,USA,610410,78139.67,47205.84
2020,ARE,USA,620110,59377.16,14783.92
2020,ARE,USA,620210,16049.48,13056.84
2020,ARE,USA,620310,28689.68,18902.09
2020,ARE,USA,640210,326081.16,269805.93
2020,ARE,USA,720110,75154.73,37971.75
2020,ARE,USA,720210,87170.04,97045.44
2020,ARE,USA,720410,348661.49,201968.43
2020,ARE,USA,730310,25359.42,18765.81
2020,ARE,USA,730410,45521.83,11975.64
2020,ARE,USA,730510,156956.51,87150.29
2020,ARE,USA,840110,780414.66,456787.33
2020,ARE,USA,840310,11639.66,7348.54
2020,ARE,USA,840510,15536.39,4999.65
2020,ARE,USA,850110,1545367.14,1072811.4
2020,ARE,USA,850510,17437.31,16029.05
2020,ARE,USA,940410,122867.79,121229.12
2020,ARE,VNM,10610,2231.68,66597.8
2020,ARE,VNM,610410,343.02,169.83
2020,ARE,VNM,720410,1883.93,2365.76
2020,ARE,ZAF,10610,1130.18,21671.57
2020,ARE,ZAF,610410,1136.75,356.34
2020,ARE,ZAF,730310,548.89,344.26
2020,ARG,ARE,10310,481.42,11961.25
2020,ARG,ARE,10410,102.58,6950.05
2020,ARG,ARE,270310,552.33,10953.51
2020,ARG,ARE,840510,196.9,98.0
2020,ARG,ARE,870410,3905.28,2160.73
2020,ARG,AUS,90210,655.27,12888.21
2020,ARG,AUS,90310,1122.37,41675.81
2020,ARG,AUS,150610,1328.04,44027.5
2020,ARG,AUS,220610,765.01,17527.92
2020,ARG,AUS,260410,4311.83,213172.37
2020,ARG,AUS,260610,6854.05,115093.47
2020,ARG,AUS,270110,11692.73,206643.59
2020,ARG,AUS,720510,761.88,380.38
2020,ARG,AUS,730210,2425.0,1222.16
2020,ARG,AUS,840510,636.07,731.78
2020,ARG,AUS,870210,3732.02,4413.84
2020,ARG,AUS,870410,6389.75,4190.8
2020,ARG,BGD,440210,231.7,124.46
2020,ARG,BGD,730210,1454.99,1148.04
2020,ARG,BGD,730510,7287.96,3395.87
2020,ARG,BRA,90310,12045.67,274114.08
2020,ARG,BRA,150310,12247.33,138008.59
2020,ARG,BRA,150410,26747.2,268105.65
2020,ARG,BRA,150610,7647.48,260926.85
2020,ARG,BRA,220610,2237.93,42330.18
2020,ARG,BRA,260410,21288.79,721369.17
2020,ARG,BRA,260610,67135.62,1650768.4
2020,ARG,BRA,270110,85771.42,1995108.03
2020,ARG,BRA,270510,694064.44,15441931.44
2020,ARG,BRA,390310,116701.44,69228.97
2020,ARG,BRA,440210,4431.67,2072.5
2020,ARG,BRA,440410,1757.59,922.54
2020,ARG,BRA,440510,23957.07,5327.98
2020,ARG,BRA,610410,15850.99,6337.3
2020,ARG,BRA,620610,4677.38,2507.72
2020,ARG,BRA,720510,7378.25,3784.87
2020,ARG,BRA,730210,19383.67,9508.4
2020,ARG,BRA,730510,150019.13,64554.98
2020,ARG,BRA,840510,3499.52,1386.81
2020,ARG,BRA,870210,8860.03,2796.35
2020,ARG,BRA,870610,3086.94,1342.14
2020,ARG,BRA,900510,808762.65,257164.01
2020,ARG,CAN,10310,3184.62,72257.09
2020,ARG,CAN,10410,2043.57,98152.1
2020,ARG,CAN,90210,3251.1,31241.03
2020,ARG,CAN,90310,5020.31,71136.19
2020,ARG,CAN,150310,9878.21,245600.77
2020,ARG,CAN,150410,13950.44,344651.17
2020,ARG,CAN,150610,6508.05,82896.56
2020,ARG,CAN,220610,1733.47,42955.52
2020,ARG,CAN,260410,26536.29,815558.56
2020,ARG,CAN,260610,20983.28,294133.43
2020,ARG,CAN,270110,62581.63,1500846.15
2020,ARG,CAN,270310,3449.12,107358.78
2020,ARG,CAN,270510,423162.86,9906103.13
2020,ARG,CAN,390310,59977.2,51094.62
2020,ARG,CAN,440210,3695.93,2575.17
2020,ARG,CAN,440410,1030.82,614.31
2020,ARG,CAN,440510,7284.06,4689.88
2020,ARG,CAN,610410,7548.8,2035.17
2020,ARG,CAN,620610,5125.33,2459.55
2020,ARG,CAN,730210,7906.02,3280.78
2020,ARG,CAN,730510,147361.96,105471.63
2020,ARG,CAN,840510,6143.93,3067.73
2020,ARG,CAN,870210,4426.35,3369.1
2020,ARG,CAN,870410,123270.52,144041.51
2020,ARG,CAN,870610,4605.0,1842.54
2020,ARG,CAN,900510,105496.23,42256.26
2020,ARG,CHL,90210,869.61,12560.24
2020,ARG,CHL,150410,2801.66,71063.93
2020,ARG,CHL,270510,146872.54,6425960.95
2020,ARG,CHL,440210,1552.26,608.43
2020,ARG,CHL,610410,2655.03,1407.2
2020,ARG,CHL,720510,995.26,447.83
2020,ARG,CHL,730210,3148.25,2266.54
2020,ARG,CHL,870210,2469.85,1235.43
2020,ARG,CHL,870610,253.87,148.72
2020,ARG,CHN,10310,13140.98,250069.14
2020,ARG,CHN,10410,5537.97,129516.73
2020,ARG,CHN,30210,7627.74,173241.49
2020,ARG,CHN,90210,27618.68,704678.68
2020,ARG,CHN,150310,33113.76,1142508.98
2020,ARG,CHN,150610,9410.7,235007.36
2020,ARG,CHN,220610,6896.77,185854.5
2020,ARG,CHN,260610,42755.99,1383555.21
2020,ARG,CHN,270110,196620.02,6536732.54
2020,ARG,CHN,270310,8066.29,310051.66
2020,ARG,CHN,270510,6208838.05,257851147.19
2020,ARG,CHN,390310,142417.17,60947.97
2020,ARG,CHN,440210,18243.71,11773.59
2020,ARG,CHN,440510,57182.59,59002.25
2020,ARG,CHN,610410,15511.41,6617.44
2020,ARG,CHN,620610,22560.11,11249.92
2020,ARG,CHN,720510,17562.93,8486.39
2020,ARG,CHN,730210,70059.33,51595.89
2020,ARG,CHN,730510,516780.24,412688.87
2020,ARG,CHN,840510,7462.52,4725.17
2020,ARG,CHN,870410,95997.96,50769.81
2020,ARG,CHN,900510,392270.69,106491.9
2020,ARG,COL,150310,1975.7,68552.37
2020,ARG,COL,270110,8670.97,181610.79
2020,ARG,COL,270310,1238.09,24625.47
2020,ARG,COL,270510,187681.11,3993185.74
2020,ARG,COL,440410,978.51,390.29
2020,ARG,COL,620610,1060.3,521.68
2020,ARG,COL,720510,918.29,715.82
2020,ARG,COL,730210,2920.05,1469.68
2020,ARG,DEU,10310,5164.77,200877.7
2020,ARG,DEU,10410,2646.52,70261.53
2020,ARG,DEU,30210,3752.16,68683.35
2020,ARG,DEU,150310,14323.5,367453.73
2020,ARG,DEU,150410,6639.53,269357.59
2020,ARG,DEU,150610,2419.84,55332.86
2020,ARG,DEU,220610,2558.5,85512.77
2020,ARG,DEU,260410,7441.61,131275.45
2020,ARG,DEU,260610,23455.44,417775.75
2020,ARG,DEU,270110,29086.43,719400.65
2020,ARG,DEU,270310,3860.47,73299.12
2020,ARG,DEU,270510,1451552.68,27657349.19
2020,ARG,DEU,390310,91876.94,40428.68
2020,ARG,DEU,440210,3939.2,1752.87
2020,ARG,DEU,440410,1122.71,646.46
2020,ARG,DEU,440510,7105.93,2284.83
2020,ARG,DEU,610410,7632.38,9604.96
2020,ARG,DEU,620610,1960.62,2585.36
2020,ARG,DEU,720510,3946.67,2868.8
2020,ARG,DEU,730210,9984.72,10415.56
2020,ARG,DEU,730510,60439.93,67276.25
2020,ARG,DEU,840510,4493.24,1722.43
2020,ARG,DEU,870410,31774.25,6996.15
2020,ARG,DEU,870610,1743.47,449.41
2020,ARG,ECU,10310,1143.84,33876.47
2020,ARG,ECU,90310,410.36,7074.92
2020,ARG,ECU,150310,2670.99,53147.48
2020,ARG,ECU,440510,1214.47,408.71
2020,ARG,ECU,870410,4929.0,3930.65
2020,ARG,EGY,270110,2184.43,44502.34
2020,ARG,EGY,390310,4291.91,2061.6
2020,ARG,EGY,440410,265.78,128.25
2020,ARG,EGY,870210,388.4,206.79
2020,ARG,EGY,870410,1897.49,895.08
2020,ARG,EGY,870610,296.39,117.21
2020,ARG,ESP,90210,776.3,11350.35
2020,ARG,ESP,90310,2319.55,69265.0
2020,ARG,ESP,150310,3531.14,69008.24
2020,ARG,ESP,150610,2109.99,55130.77
2020,ARG,ESP,260610,9326.67,233320.25
2020,ARG,ESP,440510,11463.55,10286.13
2020,ARG,ESP,730210,4152.31,2549.71
2020,ARG,ESP,840510,475.07,262.33
2020,ARG,ESP,900510,36887.44,22899.36
2020,ARG,ETH,220610,80.38,1417.26
2020,ARG,ETH,270310,27.03,895.4
2020,ARG,ETH,270510,28818.18,595921.9
2020,ARG,ETH,390310,920.96,555.14
2020,ARG,ETH,610410,214.14,75.56
2020,ARG,ETH,720510,64.89,33.2
2020,ARG,ETH,730510,2260.74,1290.65
2020,ARG,ETH,840510,76.68,27.13
2020,ARG,ETH,870410,904.12,272.17
2020,ARG,FRA,90310,4477.7,137788.7
2020,ARG,FRA,150310,8748.62,228968.18
2020,ARG,FRA,150410,7090.57,262044.28
2020,ARG,FRA,220610,974.03,19093.45
2020,ARG,FRA,260610,18996.59,173981.15
2020,ARG,FRA,390310,34745.19,15085.78
2020,ARG,FRA,440410,915.51,620.33
2020,ARG,FRA,610410,4500.79,3656.34
2020,ARG,FRA,620610,1292.5,458.54
2020,ARG,FRA,720510,1084.09,310.78
2020,ARG,FRA,870210,5247.49,2537.74
2020,ARG,GBR,10310,10145.2,237471.32
2020,ARG,GBR,90210,1513.7,57672.57
2020,ARG,GBR,90310,6710.07,114864.11
2020,ARG,GBR,150410,4626.26,151204.85
2020,ARG,GBR,220610,3456.86,108827.33
2020,ARG,GBR,260410,5405.26,211386.58
2020,ARG,GBR,270110,29132.8,666392.97
2020,ARG,GBR,270310,2162.05,72070.04
2020,ARG,GBR,270510,680048.6,17141148.58
2020,ARG,GBR,390310,36281.41,11220.73
2020,ARG,GBR,440210,4145.25,1493.62
2020,ARG,GBR,610410,7899.05,4608.37
2020,ARG,GBR,720510,2190.53,1169.43
2020,ARG,GBR,730210,10823.74,9991.95
2020,ARG,GBR,730510,130404.77,30651.08
2020,ARG,GBR,870210,4112.39,2866.89
2020,ARG,GBR,870410,36759.46,26379.93
2020,ARG,GHA,10410,43.33,1067.61
2020,ARG,GHA,90310,55.98,1219.97
2020,ARG,GHA,270110,630.76,10893.03
2020,ARG,GHA,840510,21.89,8.79
2020,ARG,GHA,900510,2410.93,1277.8
2020,ARG,IDN,90310,818.6,13783.81
2020,ARG,IDN,150610,1063.29,26627.6
2020,ARG,IDN,220610,528.44,10680.55
2020,ARG,IDN,260610,4899.94,58699.27
2020,ARG,IDN,270110,9476.42,238635.94
